"Days since purchase","Purchase visits","Total sales","Credit card","Coupons","Items purchased","Blouse","Suit"
47,3,107.96,"No",0,6,"Yes","No"
26,20,1482.56,"Yes",3,49,"Yes","No"
49,1,88,"No",0,2,"No","No"
61,6,935.2,"Yes",0,30,"Yes","Yes"
9,50,3684.56,"Yes",18,151,"Yes","Yes"
18,3,412.96,"No",0,8,"Yes","Yes"
122,3,456.46,"No",0,8,"No","No"
1,6,141.43,"No",0,8,"No","No"
89,2,170.24,"No",0,6,"No","No"
97,3,246.48,"No",0,9,"Yes","No"
12,15,942.26,"Yes",4,29,"Yes","No"
96,1,68.99,"No",0,2,"No","No"
50,3,104.99,"No",0,3,"No","No"
137,1,98,"No",0,4,"No","No"
152,4,639.85,"Yes",0,14,"No","No"
54,8,262.64,"Yes",1,20,"Yes","No"
14,23,2551.63,"Yes",5,70,"Yes","Yes"
187,4,756.17,"Yes",0,12,"Yes","Yes"
145,1,158,"No",0,2,"No","No"
60,3,87.67,"No",0,6,"Yes","No"
17,2,142,"No",0,3,"No","No"
7,12,245.23,"No",0,19,"Yes","No"
60,5,117.99,"No",0,7,"No","No"
357,1,174,"No",0,2,"No","No"
321,1,99.99,"No",0,1,"No","Yes"
72,1,91.47,"No",0,4,"Yes","No"
11,4,418,"No",0,14,"No","No"
24,7,727.44,"No",0,30,"Yes","No"
206,1,243.95,"No",0,6,"Yes","No"
7,10,1678.19,"Yes",0,52,"Yes","No"
33,6,509.43,"Yes",1,28,"No","No"
74,5,306,"No",0,11,"Yes","No"
223,1,192,"No",0,3,"Yes","No"
40,1,147,"No",0,3,"Yes","No"
88,8,465.87,"Yes",1,31,"Yes","No"
63,2,68.98,"No",0,3,"No","No"
3,11,1094.14,"No",1,45,"Yes","No"
78,4,591.44,"No",0,18,"Yes","Yes"
13,17,1412.05,"Yes",7,64,"Yes","No"
260,1,122,"No",0,3,"Yes","No"
117,7,408.06,"Yes",1,20,"No","No"
21,18,1795.43,"Yes",7,69,"Yes","No"
302,1,153.99,"No",0,3,"No","No"
62,8,651.61,"Yes",2,28,"Yes","No"
39,2,92.88,"No",0,6,"Yes","No"
76,5,811.18,"No",0,20,"Yes","No"
127,1,213.74,"Yes",0,5,"Yes","No"
334,1,122.4,"Yes",0,2,"No","No"
202,2,164.5,"No",0,4,"No","No"
56,7,406.36,"Yes",0,18,"Yes","No"
143,3,81.96,"No",0,7,"No","No"
145,2,264.6,"No",0,6,"Yes","No"
290,3,592,"No",0,6,"No","No"
117,2,427.43,"No",0,17,"Yes","No"
58,9,748.42,"No",0,44,"No","No"
125,2,557.45,"Yes",0,13,"Yes","No"
23,12,1151.51,"Yes",3,34,"Yes","No"
243,2,146.96,"No",0,4,"No","No"
193,1,71,"No",0,4,"No","No"
308,1,79,"No",0,1,"No","No"
73,8,359.37,"No",1,17,"No","No"
292,1,125.96,"No",0,5,"Yes","No"
11,13,1114.65,"Yes",1,59,"Yes","No"
222,1,136,"No",0,3,"Yes","No"
39,10,882.84,"Yes",2,47,"Yes","No"
35,16,3060.01,"No",6,95,"Yes","No"
278,1,78,"No",0,2,"No","No"
25,6,727.16,"Yes",0,25,"Yes","No"
149,2,282,"No",0,7,"Yes","No"
80,1,170.76,"No",0,5,"Yes","No"
5,24,1963.96,"Yes",4,81,"Yes","Yes"
10,11,756.67,"Yes",3,36,"Yes","No"
335,1,100.99,"No",0,4,"No","No"
92,14,1090.65,"Yes",3,46,"Yes","No"
61,4,507.5,"No",0,13,"Yes","No"
25,6,514.15,"No",1,23,"Yes","No"
128,3,202,"No",0,10,"No","No"
12,5,242.96,"No",0,11,"No","No"
75,9,342.93,"No",1,15,"Yes","No"
158,2,123.95,"No",0,8,"No","No"
62,13,944.28,"Yes",4,32,"Yes","No"
191,1,320,"No",0,5,"Yes","No"
119,1,114.98,"No",0,2,"No","No"
118,5,880.24,"Yes",0,18,"No","No"
180,3,108.97,"No",0,8,"No","No"
96,7,1029.72,"Yes",2,32,"Yes","No"
188,1,328.98,"No",0,7,"Yes","No"
68,1,187.93,"Yes",1,11,"No","No"
10,9,1000.23,"Yes",3,23,"Yes","No"
300,2,68.99,"No",0,3,"No","No"
33,3,139.97,"No",0,4,"Yes","No"
14,7,534.79,"Yes",3,26,"Yes","No"
89,1,103.88,"No",0,3,"No","No"
274,2,104,"No",0,3,"No","No"
40,3,204.48,"Yes",0,8,"Yes","No"
22,16,1003.81,"Yes",4,51,"Yes","No"
191,1,127.99,"No",0,3,"Yes","No"
14,6,638.09,"No",0,34,"Yes","No"
6,3,178.97,"No",0,7,"Yes","No"
243,1,81.48,"No",0,5,"No","No"
28,3,1100.96,"No",0,14,"Yes","No"
103,2,379.94,"No",0,17,"Yes","No"
355,1,73,"No",0,2,"Yes","No"
183,2,375.3,"Yes",0,10,"No","No"
166,4,905.91,"Yes",2,29,"Yes","No"
108,1,190.96,"No",0,7,"Yes","No"
174,3,1645.54,"Yes",1,25,"Yes","Yes"
7,19,1076.04,"No",0,59,"Yes","Yes"
267,3,83,"No",0,4,"No","No"
27,14,1154.42,"No",1,43,"Yes","Yes"
62,7,865.86,"No",0,17,"No","No"
203,1,113,"No",0,2,"Yes","No"
127,1,29.25,"No",0,1,"No","No"
358,1,88,"No",0,1,"No","No"
4,7,1253.91,"Yes",2,27,"Yes","Yes"
252,2,202,"No",0,4,"Yes","No"
32,18,955.66,"Yes",2,35,"Yes","No"
240,1,244.97,"No",0,6,"Yes","No"
272,1,77.47,"No",0,3,"Yes","No"
52,6,330.35,"Yes",0,23,"No","No"
31,6,541.75,"Yes",2,19,"Yes","No"
68,2,99.94,"No",0,6,"Yes","No"
5,34,1369.76,"Yes",6,63,"Yes","No"
173,2,268.23,"No",1,7,"No","Yes"
172,3,480.24,"No",1,11,"Yes","No"
292,2,69.98,"No",0,2,"No","No"
205,1,94.98,"No",0,3,"No","No"
51,1,213.99,"No",0,4,"No","No"
101,7,1105.92,"Yes",0,34,"Yes","No"
90,3,418.73,"Yes",1,11,"No","No"
13,4,214.16,"Yes",1,10,"No","No"
14,11,2187.67,"Yes",5,60,"Yes","No"
249,3,488.96,"Yes",0,8,"Yes","No"
89,3,695.15,"No",0,15,"Yes","No"
132,6,252.33,"Yes",1,11,"Yes","No"
55,2,98.97,"No",0,4,"Yes","No"
216,1,131,"No",0,3,"No","No"
69,8,640.31,"No",1,24,"Yes","No"
327,1,147.98,"No",0,6,"No","No"
355,1,148.99,"No",0,2,"No","Yes"
138,1,79.98,"No",0,2,"No","No"
121,2,153,"Yes",0,7,"No","No"
60,1,116.94,"No",0,6,"No","No"
349,1,343,"Yes",0,12,"No","No"
259,1,139.5,"No",0,1,"No","No"
325,1,79,"No",0,1,"No","No"
5,2,476.14,"No",1,12,"Yes","No"
82,1,169.99,"No",0,10,"Yes","No"
80,1,110.96,"No",0,4,"Yes","No"
28,1,267,"No",0,7,"No","No"
10,7,346.94,"No",0,11,"No","No"
9,23,970.36,"Yes",6,65,"Yes","No"
157,1,139.98,"No",0,4,"No","No"
22,3,189.09,"Yes",1,7,"No","No"
13,3,215.97,"No",0,7,"No","No"
148,3,244.54,"No",0,7,"Yes","No"
120,5,216.98,"Yes",0,7,"Yes","No"
157,7,331.75,"No",0,13,"No","No"
76,11,544.41,"Yes",0,43,"Yes","No"
42,5,325.97,"No",0,8,"Yes","No"
201,2,68,"No",0,2,"No","No"
6,41,2947.7,"Yes",7,110,"Yes","No"
56,6,325.54,"No",1,19,"Yes","No"
98,1,94.96,"No",0,4,"No","No"
12,5,638.68,"Yes",3,23,"Yes","Yes"
162,3,188.96,"No",0,5,"No","No"
105,6,582.92,"No",0,16,"Yes","No"
257,4,201.68,"No",0,10,"Yes","No"
10,22,2220.74,"Yes",13,73,"Yes","No"
46,11,794.72,"No",0,44,"Yes","No"
201,1,201.99,"No",0,3,"No","No"
43,1,210,"No",0,5,"No","No"
75,3,392.45,"Yes",0,10,"Yes","No"
15,18,2177.31,"Yes",6,95,"Yes","Yes"
30,5,509.98,"No",0,24,"Yes","No"
81,17,3667.67,"No",8,103,"Yes","Yes"
38,10,1458.86,"No",1,47,"Yes","No"
68,3,194.97,"No",0,6,"Yes","No"
42,4,115.58,"No",0,5,"Yes","No"
12,2,468.99,"Yes",0,19,"No","No"
153,1,99.99,"No",0,1,"No","Yes"
15,4,357.5,"No",0,7,"Yes","No"
27,6,1489.92,"Yes",1,48,"Yes","Yes"
335,3,128,"Yes",0,5,"No","No"
114,1,244.96,"No",0,4,"No","Yes"
282,2,276.37,"No",0,7,"Yes","No"
283,2,148.46,"No",0,6,"No","No"
28,2,307.94,"No",0,10,"No","No"
100,8,437.73,"No",0,17,"Yes","No"
265,4,307.99,"No",0,6,"Yes","No"
98,1,118,"No",0,2,"No","No"
17,2,184.02,"No",0,10,"No","No"
29,9,272.88,"No",0,24,"No","No"
125,2,327.97,"No",0,4,"No","Yes"
64,6,167.97,"No",0,7,"No","No"
110,4,392.97,"No",0,7,"Yes","No"
123,2,71.99,"No",0,3,"No","No"
12,16,2010.16,"Yes",0,58,"Yes","No"
152,5,757.46,"No",1,15,"Yes","No"
54,8,969.42,"No",0,37,"Yes","Yes"
33,2,109.96,"No",0,4,"Yes","No"
134,3,100.99,"No",0,3,"No","No"
12,17,709.94,"No",2,61,"Yes","No"
188,1,294,"No",0,5,"No","No"
229,1,187,"No",0,3,"Yes","No"
5,8,640.23,"Yes",4,21,"Yes","No"
39,4,254.46,"No",0,9,"Yes","No"
11,3,136.36,"Yes",0,21,"No","No"
299,1,359,"No",0,7,"No","No"
76,3,92.46,"No",0,6,"Yes","No"
298,1,73.99,"No",0,3,"Yes","No"
40,5,550.97,"Yes",0,21,"Yes","No"
72,2,130.48,"No",0,4,"No","No"
67,3,231.76,"No",0,13,"No","Yes"
110,1,149,"No",0,4,"No","No"
128,1,78,"No",0,2,"No","No"
106,3,153.48,"Yes",0,5,"Yes","No"
6,21,1232.55,"Yes",6,60,"Yes","No"
83,2,111.99,"No",0,5,"No","No"
119,2,168.97,"No",0,5,"Yes","No"
62,6,635.81,"Yes",3,25,"No","No"
5,55,11230.06,"No",11,387,"Yes","No"
76,3,151.36,"No",0,7,"Yes","No"
43,2,185.97,"No",0,6,"Yes","No"
116,2,120.49,"No",0,6,"Yes","No"
316,1,240,"No",0,5,"Yes","No"
108,1,272.92,"No",0,8,"No","No"
7,4,668.81,"Yes",2,18,"Yes","No"
253,2,157.98,"No",0,3,"No","No"
26,3,325.99,"Yes",0,10,"Yes","No"
242,2,86.98,"No",0,4,"No","No"
219,1,459.98,"No",0,8,"Yes","No"
5,3,178.37,"No",0,7,"Yes","No"
35,4,206.05,"No",1,12,"Yes","No"
342,2,78,"No",0,2,"No","No"
23,4,794,"No",1,21,"No","No"
25,27,1400.99,"Yes",5,83,"Yes","Yes"
100,2,83.49,"No",0,3,"No","No"
118,1,73.99,"No",0,2,"Yes","No"
19,12,1719.35,"No",6,64,"Yes","No"
63,3,185.39,"No",0,15,"Yes","No"
162,2,526.67,"No",1,12,"Yes","No"
140,3,184.47,"No",0,5,"No","No"
74,5,434.47,"Yes",0,16,"Yes","No"
1,14,952.38,"Yes",4,34,"Yes","No"
70,3,422.06,"No",0,10,"No","No"
328,2,289.98,"No",0,6,"No","No"
12,12,970.26,"No",1,49,"Yes","Yes"
36,5,758.94,"Yes",0,23,"Yes","No"
41,11,306.45,"No",1,18,"Yes","No"
258,2,201.5,"No",0,5,"No","No"
174,6,492.02,"No",1,12,"No","Yes"
284,1,79.98,"No",0,2,"No","No"
132,2,199.95,"No",0,4,"No","No"
29,6,620.6,"Yes",2,22,"Yes","No"
103,4,158.72,"No",0,8,"Yes","No"
13,1,192,"No",0,3,"Yes","No"
5,4,214.93,"Yes",1,9,"Yes","No"
226,2,84.96,"Yes",0,3,"No","No"
10,8,804.43,"Yes",1,24,"Yes","Yes"
61,3,172.95,"No",0,6,"Yes","No"
152,2,96.98,"No",0,3,"Yes","No"
31,5,424.54,"No",2,15,"Yes","No"
23,1,69,"No",0,1,"No","No"
33,10,525.16,"No",0,20,"Yes","No"
277,1,99.99,"No",0,1,"No","Yes"
12,5,235.64,"No",0,15,"No","No"
160,1,220.97,"No",0,9,"Yes","No"
8,14,3314.9,"No",2,74,"Yes","No"
163,1,73.5,"No",0,1,"No","No"
207,1,25,"No",0,1,"No","No"
160,2,294.94,"No",0,8,"No","No"
310,1,29,"No",0,1,"No","No"
32,3,516.74,"No",0,15,"Yes","No"
19,6,415.43,"Yes",2,15,"Yes","No"
166,2,271.97,"No",0,8,"Yes","No"
40,7,671.89,"Yes",0,23,"Yes","No"
349,1,39.99,"Yes",0,1,"Yes","No"
166,2,49.49,"No",0,5,"Yes","No"
222,1,90,"Yes",0,1,"No","No"
313,1,97.49,"No",0,1,"No","Yes"
12,9,1115.58,"Yes",2,49,"Yes","No"
278,3,67.94,"No",0,6,"No","No"
27,11,926.7,"Yes",2,48,"Yes","No"
82,4,412.41,"Yes",1,14,"Yes","Yes"
192,1,251.98,"Yes",0,8,"Yes","No"
172,11,434.11,"No",0,27,"Yes","No"
10,50,2299.14,"Yes",1,117,"Yes","No"
14,23,1506.72,"No",3,79,"Yes","No"
114,8,629.63,"Yes",1,34,"No","No"
43,13,1004.46,"Yes",3,33,"Yes","No"
8,10,1201.9,"No",0,37,"Yes","No"
140,7,185,"No",0,11,"No","No"
5,26,1457.48,"Yes",3,93,"No","No"
40,6,556.79,"Yes",0,24,"Yes","Yes"
35,6,412.7,"No",2,13,"Yes","No"
7,4,507.71,"No",0,16,"No","No"
5,11,1833.73,"No",3,50,"Yes","Yes"
135,4,311.97,"No",0,10,"Yes","No"
243,1,203,"No",0,5,"No","No"
295,1,71.5,"No",0,3,"No","No"
238,1,70.98,"No",0,3,"No","No"
43,4,276.84,"No",0,14,"No","No"
84,5,371.46,"No",0,14,"No","No"
155,3,231.98,"No",1,8,"Yes","No"
353,2,254.99,"No",0,5,"Yes","No"
11,2,177,"No",0,2,"No","No"
25,3,457.47,"Yes",1,10,"Yes","No"
17,17,1284.36,"Yes",4,55,"Yes","No"
154,2,82,"No",0,2,"No","No"
329,1,206,"No",0,4,"No","No"
60,4,435.13,"No",0,15,"Yes","No"
50,3,249.46,"No",0,5,"No","No"
247,4,279.06,"No",0,10,"No","No"
6,23,3074.39,"Yes",0,150,"Yes","Yes"
48,5,1622.84,"No",1,46,"Yes","No"
49,2,141.93,"No",0,12,"Yes","No"
278,1,28,"No",0,6,"No","No"
346,1,173,"No",0,2,"No","No"
132,1,88,"No",0,3,"No","No"
358,1,156,"No",0,3,"Yes","No"
27,16,2217.41,"Yes",1,60,"Yes","No"
225,4,269.49,"No",0,9,"Yes","No"
306,1,97,"No",0,2,"No","No"
89,1,69.99,"No",0,5,"No","No"
86,2,355.32,"No",0,11,"Yes","No"
70,3,765.91,"No",0,19,"Yes","No"
21,7,934.61,"Yes",6,44,"Yes","Yes"
290,2,202,"No",0,4,"Yes","No"
154,1,165,"No",0,5,"Yes","No"
202,6,469.15,"Yes",1,24,"Yes","No"
320,1,163,"No",0,2,"No","No"
94,11,825.96,"Yes",3,41,"Yes","No"
330,1,142,"No",0,4,"No","No"
3,14,944.37,"No",0,50,"Yes","No"
251,2,301.49,"No",0,8,"No","No"
16,3,503.46,"No",0,13,"Yes","Yes"
18,3,239,"No",1,6,"Yes","No"
33,2,74.96,"Yes",0,3,"No","No"
92,1,87.47,"No",0,3,"Yes","No"
248,4,488.43,"No",0,18,"Yes","Yes"
348,1,98,"No",0,3,"No","No"
56,24,1375.6,"Yes",6,96,"Yes","Yes"
68,7,644.49,"No",0,25,"Yes","Yes"
28,2,177,"Yes",0,7,"No","No"
140,2,275.4,"Yes",2,5,"No","No"
30,4,170.25,"Yes",0,12,"No","No"
9,8,1907.96,"No",1,31,"Yes","No"
179,2,413.47,"Yes",0,9,"No","No"
3,6,464.19,"No",0,15,"Yes","No"
68,9,525.47,"Yes",0,21,"Yes","No"
18,8,76.5,"No",0,10,"Yes","No"
307,3,102.25,"No",0,3,"Yes","No"
24,5,361.2,"No",0,11,"Yes","No"
21,14,1371.78,"Yes",3,69,"Yes","No"
269,1,84.5,"No",0,2,"No","No"
307,3,280.93,"No",0,9,"Yes","No"
76,12,913.44,"Yes",3,37,"Yes","No"
99,5,451.49,"Yes",3,10,"No","No"
134,1,146.5,"No",0,3,"No","No"
266,2,151.23,"No",0,5,"Yes","No"
96,2,475.99,"No",0,8,"Yes","No"
252,2,176.55,"Yes",1,6,"No","No"
128,7,409.45,"No",1,19,"Yes","No"
236,4,233.24,"No",0,9,"Yes","No"
56,3,297.34,"No",0,10,"Yes","No"
159,3,143.99,"No",0,4,"No","No"
54,5,458.26,"No",0,15,"Yes","No"
67,2,312.45,"No",0,10,"Yes","No"
173,5,761.45,"No",2,21,"Yes","No"
98,7,909.48,"No",0,17,"Yes","No"
11,12,1012.81,"No",0,34,"Yes","No"
45,15,3703.28,"Yes",4,77,"Yes","Yes"
228,2,284.96,"No",0,10,"No","No"
18,6,1100.23,"Yes",0,37,"Yes","No"
107,1,201.6,"No",1,8,"Yes","No"
355,1,247,"No",0,3,"No","No"
112,1,196,"No",0,2,"No","No"
265,1,113.98,"No",0,4,"No","No"
63,4,583.33,"Yes",0,24,"Yes","Yes"
35,7,1360.04,"Yes",1,45,"Yes","Yes"
80,3,414.91,"Yes",0,14,"Yes","Yes"
229,2,55.49,"Yes",2,4,"No","No"
160,1,83.99,"No",0,2,"No","No"
9,14,844.83,"Yes",0,35,"Yes","No"
341,2,343,"No",0,3,"No","No"
26,4,472.58,"Yes",1,14,"Yes","Yes"
19,2,228.93,"No",0,7,"Yes","Yes"
109,1,206,"No",0,5,"No","No"
170,2,151.48,"No",0,5,"No","No"
77,2,162.21,"No",0,5,"No","No"
127,4,442.1,"No",0,20,"Yes","No"
93,4,343.95,"No",0,10,"No","Yes"
111,6,330.97,"No",0,14,"Yes","Yes"
15,4,206.69,"No",2,14,"No","No"
9,54,7642.23,"Yes",6,275,"Yes","Yes"
290,1,220.25,"No",0,3,"No","No"
351,2,165,"No",0,7,"No","No"
180,2,259.94,"No",0,7,"Yes","No"
117,6,906.95,"No",0,25,"Yes","No"
27,5,317.69,"No",0,14,"No","No"
83,7,823.05,"Yes",3,31,"Yes","Yes"
11,32,3720.23,"Yes",4,189,"Yes","No"
246,1,167.98,"No",0,6,"Yes","No"
28,3,107.99,"No",0,4,"Yes","No"
48,3,162.45,"No",0,6,"No","No"
99,1,117.39,"No",0,4,"No","No"
104,10,863,"No",1,39,"Yes","No"
288,1,156.49,"No",0,6,"No","No"
98,3,208.93,"No",1,12,"Yes","No"
68,3,312.94,"No",1,12,"No","No"
66,6,633.65,"No",1,20,"No","No"
180,2,116.96,"Yes",0,5,"Yes","No"
134,3,114.59,"Yes",1,10,"Yes","No"
365,1,5,"No",0,2,"No","No"
177,4,321.72,"Yes",0,17,"No","No"
53,13,922.82,"Yes",5,48,"Yes","No"
7,2,76.46,"No",0,10,"No","No"
236,2,345.99,"No",0,8,"Yes","No"
239,2,253.91,"No",0,9,"Yes","No"
75,8,742.34,"Yes",3,25,"Yes","No"
19,8,1692.37,"Yes",2,34,"Yes","No"
311,1,72.99,"No",0,4,"No","No"
26,2,188.98,"No",0,3,"No","No"
323,1,237,"No",0,3,"No","No"
258,3,579.49,"No",0,14,"Yes","No"
155,4,604.06,"Yes",1,22,"Yes","No"
26,9,640.87,"No",0,29,"Yes","No"
145,3,356.53,"Yes",2,12,"No","No"
193,3,155.47,"No",0,8,"No","No"
103,5,135.49,"No",0,8,"No","No"
20,6,667.87,"No",0,31,"Yes","No"
344,1,102,"No",0,4,"Yes","No"
69,9,470.05,"No",0,26,"No","No"
273,2,235.48,"No",0,5,"No","Yes"
119,2,182.48,"No",0,5,"Yes","No"
41,7,1520.42,"Yes",1,39,"Yes","Yes"
36,4,562.68,"No",0,21,"Yes","No"
8,5,1418.27,"Yes",0,35,"Yes","No"
323,1,222,"No",0,3,"No","No"
127,1,72.75,"No",0,3,"Yes","No"
222,2,276.25,"Yes",0,7,"No","No"
55,3,165.44,"No",0,11,"Yes","No"
19,6,149.51,"No",2,7,"Yes","No"
362,1,116,"No",0,3,"No","No"
293,1,279,"No",0,7,"No","No"
286,1,78,"No",0,2,"No","No"
135,3,89.99,"Yes",0,5,"No","No"
155,3,351.93,"Yes",1,12,"Yes","No"
278,1,123.98,"No",0,4,"No","No"
63,1,144.98,"No",0,4,"No","Yes"
185,1,137,"No",0,7,"No","No"
28,12,643.55,"Yes",3,46,"No","No"
6,7,936.07,"No",1,33,"Yes","No"
44,3,99.99,"No",1,3,"No","No"
42,2,234.99,"No",0,14,"No","No"
53,2,140.93,"No",0,7,"Yes","No"
3,8,578.92,"No",1,19,"Yes","No"
156,4,357.41,"Yes",0,12,"Yes","No"
10,4,356.98,"No",1,9,"Yes","No"
344,1,91.5,"No",0,4,"No","No"
306,2,140,"Yes",0,4,"No","No"
325,2,67.99,"No",0,2,"No","No"
11,3,569.94,"Yes",2,16,"Yes","No"
132,1,124.97,"No",0,3,"Yes","No"
12,8,1202.83,"No",1,36,"Yes","No"
27,22,2354.7,"No",2,67,"Yes","No"
81,2,260.81,"Yes",1,13,"No","No"
46,3,313.8,"Yes",0,12,"Yes","No"
158,9,559.63,"No",0,26,"Yes","No"
285,3,237.49,"No",0,8,"No","No"
1,8,562.52,"Yes",1,19,"Yes","No"
322,1,184.96,"No",0,7,"No","No"
64,4,477.92,"No",0,14,"Yes","No"
25,34,1375.34,"Yes",0,70,"Yes","No"
15,2,81.98,"Yes",0,3,"No","No"
37,7,1265.8,"Yes",7,41,"Yes","No"
99,7,212.98,"Yes",0,13,"Yes","No"
110,7,1047.49,"Yes",0,25,"Yes","No"
104,3,293.43,"No",0,12,"No","No"
6,3,925.05,"Yes",1,29,"Yes","No"
266,2,191.24,"Yes",0,7,"No","No"
110,3,868.9,"Yes",0,23,"Yes","No"
28,2,220.48,"No",0,13,"No","No"
40,5,440.8,"Yes",0,17,"No","No"
348,1,104,"No",0,2,"No","No"
47,11,468.88,"Yes",0,18,"Yes","No"
24,3,174.92,"No",0,7,"No","No"
14,16,1172.38,"Yes",4,41,"Yes","No"
313,2,162.71,"Yes",0,8,"Yes","No"
255,1,41.99,"No",0,1,"No","No"
274,1,697.4,"Yes",0,18,"Yes","No"
109,1,236.97,"No",0,8,"No","No"
105,4,1129.96,"Yes",3,38,"Yes","Yes"
293,2,86.71,"Yes",0,5,"No","No"
24,2,117,"No",0,4,"No","No"
1,6,859.14,"Yes",2,36,"Yes","No"
7,1,107.97,"No",1,3,"No","No"
59,1,177.98,"No",0,6,"No","No"
34,21,1502.91,"Yes",12,51,"Yes","Yes"
3,10,510.96,"No",1,15,"Yes","No"
106,1,78,"No",0,2,"Yes","No"
55,7,693.42,"No",1,19,"Yes","No"
299,1,29,"No",0,1,"No","No"
249,1,69.99,"No",0,1,"No","Yes"
264,1,72.75,"No",0,3,"No","No"
5,14,1389.12,"Yes",2,41,"Yes","No"
243,3,173.45,"No",0,11,"Yes","No"
348,1,256,"No",0,3,"Yes","No"
17,2,144.11,"Yes",1,8,"Yes","No"
152,1,173.69,"Yes",1,3,"Yes","No"
259,1,168.5,"Yes",1,6,"No","No"
145,1,141,"No",0,4,"Yes","No"
93,2,215.38,"No",0,5,"No","No"
127,2,97.73,"Yes",0,5,"Yes","No"
145,4,396.44,"Yes",1,15,"No","No"
264,1,117.45,"Yes",1,3,"No","No"
124,1,167.99,"No",0,5,"No","No"
277,2,119.24,"No",0,7,"Yes","No"
127,3,182.47,"No",0,8,"No","No"
150,9,765.42,"No",1,28,"Yes","No"
14,4,202.94,"No",0,7,"Yes","No"
38,12,517.42,"Yes",2,18,"Yes","No"
344,1,194.98,"No",0,2,"No","Yes"
16,10,689.34,"Yes",2,22,"Yes","No"
49,6,943.37,"Yes",1,24,"Yes","No"
306,1,177,"No",0,2,"No","No"
279,2,117.04,"Yes",0,5,"No","No"
24,5,202.49,"No",0,8,"Yes","No"
174,4,1089.46,"Yes",5,29,"No","No"
131,15,1423.21,"Yes",1,53,"Yes","No"
222,2,88.99,"No",0,2,"No","No"
258,2,68,"No",0,8,"No","No"
19,16,631.92,"Yes",0,37,"Yes","No"
12,24,2124.31,"Yes",5,87,"Yes","Yes"
330,1,256.99,"No",0,4,"No","Yes"
37,3,436.98,"No",0,6,"Yes","No"
93,3,592.39,"Yes",1,11,"Yes","No"
112,9,925.5,"No",0,37,"Yes","No"
180,1,98.99,"No",0,3,"No","No"
83,1,88,"No",0,1,"No","No"
236,3,393.45,"No",0,12,"Yes","No"
19,3,258.72,"No",0,11,"Yes","No"
26,3,273.94,"Yes",0,8,"Yes","No"
98,3,203.95,"No",0,12,"Yes","No"
316,1,148,"No",0,2,"No","No"
13,14,1244.56,"Yes",3,51,"Yes","No"
227,1,88,"No",0,2,"Yes","No"
185,1,158,"No",0,2,"No","No"
16,11,313.38,"No",0,19,"No","No"
6,2,381.09,"No",1,2,"No","Yes"
286,3,494.99,"No",0,11,"No","Yes"
228,5,780.97,"Yes",0,20,"Yes","No"
284,1,140.47,"No",0,8,"No","No"
117,2,565.47,"No",1,20,"No","No"
256,2,87.99,"No",0,4,"No","No"
49,7,1060.93,"Yes",0,30,"No","No"
196,3,176,"No",0,5,"No","No"
265,1,139.5,"No",0,1,"No","No"
124,9,1306.83,"Yes",1,56,"Yes","No"
127,5,529.48,"No",0,28,"Yes","No"
186,1,317,"No",0,7,"Yes","No"
124,1,79.97,"No",0,3,"No","No"
113,2,99.98,"Yes",0,3,"Yes","No"
16,2,93.99,"No",0,3,"No","No"
257,1,101.96,"Yes",1,4,"Yes","No"
140,2,134.47,"Yes",0,10,"No","No"
176,2,107.29,"Yes",0,5,"No","No"
359,1,222.99,"No",0,3,"No","No"
72,1,131.99,"No",0,3,"Yes","No"
86,8,670.66,"Yes",1,24,"Yes","No"
291,1,333.67,"Yes",0,14,"No","No"
14,8,340.94,"Yes",1,15,"Yes","No"
285,3,177.76,"Yes",0,7,"No","No"
75,3,50.38,"No",0,4,"Yes","No"
301,1,205.99,"No",0,5,"No","No"
189,5,169.98,"No",1,12,"Yes","No"
114,3,606.7,"Yes",0,18,"Yes","Yes"
15,7,458.95,"No",1,13,"Yes","No"
141,6,120.69,"Yes",0,9,"No","No"
34,14,861.64,"Yes",5,32,"Yes","No"
243,1,167.98,"No",0,5,"Yes","No"
127,3,403.74,"Yes",0,9,"Yes","No"
161,2,269.99,"Yes",0,8,"Yes","No"
215,3,79.98,"No",0,4,"No","No"
59,2,149.53,"No",1,3,"No","No"
17,6,644.73,"Yes",1,15,"Yes","No"
258,5,670.12,"Yes",1,19,"No","No"
47,2,277.12,"No",0,7,"Yes","No"
101,2,364.01,"No",0,10,"Yes","No"
18,16,635.15,"Yes",3,34,"No","No"
25,4,258.04,"Yes",1,16,"No","No"
346,1,334,"No",0,7,"Yes","No"
9,1,78,"Yes",0,6,"Yes","No"
80,6,214.5,"Yes",1,23,"No","No"
30,5,717.05,"Yes",1,22,"Yes","No"
40,7,473.49,"No",0,22,"Yes","No"
48,8,834.76,"Yes",4,28,"Yes","No"
83,8,454.04,"Yes",0,13,"Yes","No"
48,7,833.95,"Yes",1,22,"Yes","No"
196,1,338,"No",0,7,"No","No"
43,30,1883.57,"No",2,113,"Yes","No"
122,10,250.47,"No",2,10,"No","No"
15,12,795.24,"No",0,17,"Yes","No"
75,31,2046.99,"Yes",6,87,"Yes","No"
351,1,279,"No",0,1,"No","No"
109,3,147.99,"Yes",0,9,"No","No"
221,1,78,"No",0,3,"Yes","No"
228,2,128.98,"No",0,5,"No","No"
231,1,184.93,"No",0,8,"Yes","No"
203,1,81.49,"No",0,4,"No","No"
